Abundance|10E=167
Aya of Alexandria (1)|ACR=121
Aya of Alexandria (2)|ACR=29
Aya of Alexandria (3)|ACR=57
Ballad of the Black Flag|ACR=18
Basim Ibn Ishaq (1)|ACR=523
Basim Ibn Ishaq (2)|ACR=480
Basim Ibn Ishaq (3)|ACR=322
Battlefield Improvisation|ACR=427
Bayek of Siwa (1)|ACR=168
Bayek of Siwa (2)|ACR=40
Bayek of Siwa (3)|ACR=200
Become Anonymous (1)|ACR=126
Become Anonymous (2)|ACR=14
Black Market Connections (1)|ACR=1554
Black Market Connections (2)|ACR=2217
Black Market Connections (3)|ACR=1373
Bleeding Effect (1)|ACR=15
Bleeding Effect (2)|ACR=99
Brotherhood Ambushers|ACR=8
Brotherhood Headquarters (1)|ACR=135
Brotherhood Headquarters (2)|ACR=13
Brotherhood Patriarch|ACR=10
Brotherhood Regalia (1)|ACR=2430
Brotherhood Regalia (2)|ACR=1219
Brotherhood Spy|ACR=16
Bureau Headmaster|ACR=574
Caduceus, Staff of Hermes (1)|ACR=932
Caduceus, Staff of Hermes (2)|ACR=1197
Caduceus, Staff of Hermes (3)|ACR=963
Cathartic Reunion (1)|ACR=151
Cathartic Reunion (2)|ACR=13
Chain Assassination (1)|ACR=9
Chain Assassination (2)|ACR=72
Cleopatra, Exiled Pharaoh (1)|ACR=543
Cleopatra, Exiled Pharaoh (2)|ACR=403
Cleopatra, Exiled Pharaoh (3)|ACR=137
Coastal Piracy (1)|ACR=47
Coastal Piracy (2)|ACR=559
Conspiracy (1)|ACR=69
Conspiracy (2)|ACR=44
Conspiracy (3)|ACR=33
Cover of Darkness (1)|ACR=622
Cover of Darkness (2)|ACR=496
Cover of Darkness (3)|ACR=658
Crystal Skull, Isu Spyglass (1)|ACR=260
Crystal Skull, Isu Spyglass (2)|ACR=249
Crystal Skull, Isu Spyglass (3)|ACR=598
Desmond Miles (1)|ACR=106
Desmond Miles (2)|ACR=122
Desmond Miles (3)|ACR=35
Desynchronization (1)|ACR=511
Desynchronization (2)|ACR=529
Desynchronization (3)|ACR=580
Detained by Legionnaires|ACR=10
Distract the Guards (1)|ACR=32
Distract the Guards (2)|ACR=7
Eagle Vision (1)|ACR=271
Eagle Vision (2)|ACR=21
Edward Kenway (1)|ACR=1748
Edward Kenway (2)|ACR=4176
Edward Kenway (3)|ACR=639
Edward Kenway (4)|ACR=1328
Eivor, Battle-Ready|ACR=373
Eivor, Wolf-Kissed (1)|ACR=1627
Eivor, Wolf-Kissed (2)|ACR=352
Eivor, Wolf-Kissed (3)|ACR=161
Eivor, Wolf-Kissed (4)|ACR=420
Escape Detection (1)|ACR=50
Escape Detection (2)|ACR=9
Escarpment Fortress|ACR=31
Evie Frye (1)|ACR=26
Evie Frye (2)|ACR=98
Evie Frye (3)|ACR=52
Excalibur, Sword of Eden (1)|ACR=1325
Excalibur, Sword of Eden (2)|ACR=2142
Excalibur, Sword of Eden (3)|ACR=1555
Ezio Auditore da Firenze (1)|ACR=925
Ezio Auditore da Firenze (2)|ACR=5021
Ezio Auditore da Firenze (3)|ACR=710
Ezio Auditore da Firenze (4)|ACR=284
Ezio Auditore da Firenze (5)|ACR=2665
Ezio, Blade of Vengeance|ACR=812
Ezio, Brash Novice (1)|ACR=5
Ezio, Brash Novice (2)|ACR=31
Ezio, Brash Novice (3)|ACR=6
Fall of the First Civilization|ACR=15
Fatal Push (1)|ACR=213
Fatal Push (2)|ACR=42
Fiery Islet|ACR=1332
Forest (1)|ACR=17
Forest (2)|ACR=27
Go for the Throat (1)|ACR=47
Go for the Throat (2)|ACR=246
Havi, the All-Father (1)|ACR=81
Havi, the All-Father (2)|ACR=25
Havi, the All-Father (3)|ACR=56
Haystack (1)|ACR=21
Haystack (2)|ACR=267
Haytham Kenway (1)|ACR=46
Haytham Kenway (2)|ACR=20
Haytham Kenway (3)|ACR=45
Headsplitter|ACR=14
Hemlock Vial (1)|ACR=28
Hemlock Vial (2)|ACR=6
Hidden Blade (1)|ACR=17
Hidden Blade (2)|ACR=115
Hidden Blade (3)|ACR=26
Hidden Footblade (1)|ACR=99
Hidden Footblade (2)|ACR=11
Hired Blade|ACR=8
Hookblade (1)|ACR=48
Hookblade (2)|ACR=6
Hookblade Veteran|ACR=18
Hunter's Bow (1)|ACR=239
Hunter's Bow (2)|ACR=23
Island (1)|ACR=16
Island (2)|ACR=56
Island (3)|ACR=30
Jackdaw (1)|ACR=48
Jackdaw (2)|ACR=38
Jackdaw (3)|ACR=217
Jacob Frye (1)|ACR=23
Jacob Frye (2)|ACR=120
Jacob Frye (3)|ACR=71
Kassandra, Eagle Bearer (1)|ACR=2320
Kassandra, Eagle Bearer (2)|ACR=1027
Kassandra, Eagle Bearer (3)|ACR=806
Kassandra, Eagle Bearer (4)|ACR=332
Keen-Eyed Raven|ACR=16
Labyrinth Adversary|ACR=11
Layla Hassan (1)|ACR=23
Layla Hassan (2)|ACR=73
Layla Hassan (3)|ACR=46
Leonardo da Vinci (1)|ACR=48
Leonardo da Vinci (2)|ACR=355
Leonardo da Vinci (3)|ACR=463
Loyal Inventor (1)|ACR=166
Loyal Inventor (2)|ACR=14
Lydia Frye (1)|ACR=72
Lydia Frye (2)|ACR=6
Lydia Frye (3)|ACR=7
Mary Read and Anne Bonny (1)|ACR=40
Mary Read and Anne Bonny (2)|ACR=287
Mary Read and Anne Bonny (3)|ACR=119
Merciless Harlequin|ACR=18
Misthios's Fury|ACR=16
Mjölnir, Storm Hammer (1)|ACR=308
Mjölnir, Storm Hammer (2)|ACR=651
Mjölnir, Storm Hammer (3)|ACR=165
Monastery Raid (1)|ACR=27
Monastery Raid (2)|ACR=10
Mortify (1)|ACR=19
Mortify (2)|ACR=117
Mountain (1)|ACR=26
Mountain (2)|ACR=12
Mountain (3)|ACR=36
Murder (1)|ACR=7
Murder (2)|ACR=66
Nurturing Peatland|ACR=726
Origin of the Hidden Ones|ACR=10
Overpowering Attack (1)|ACR=532
Overpowering Attack (2)|ACR=134
Palazzo Archers (1)|ACR=38
Palazzo Archers (2)|ACR=7
Path to Exile (1)|ACR=351
Path to Exile (2)|ACR=140
Petty Larceny (1)|ACR=9
Petty Larceny (2)|ACR=78
Phantom Blade (1)|ACR=86
Phantom Blade (2)|ACR=10
Plains (1)|ACR=25
Plains (2)|ACR=21
Plains (3)|ACR=9
Poison-Blade Mentor|ACR=20
Propaganda (1)|ACR=263
Propaganda (2)|ACR=852
Ratonhnhaké꞉ton (1)|ACR=24
Ratonhnhaké꞉ton (2)|ACR=187
Ratonhnhaké꞉ton (3)|ACR=131
Raven Clan War-Axe|ACR=18
Reconnaissance (1)|ACR=602
Reconnaissance (2)|ACR=532
Reconstruct History (1)|ACR=10
Reconstruct History (2)|ACR=97
Rest in Peace (1)|ACR=37
Rest in Peace (2)|ACR=73
Rest in Peace (3)|ACR=47
Restart Sequence (1)|ACR=174
Restart Sequence (2)|ACR=15
Rooftop Bypass|ACR=315
Roshan, Hidden Magister (1)|ACR=7
Roshan, Hidden Magister (2)|ACR=7
Roshan, Hidden Magister (3)|ACR=50
Royal Assassin (1)|ACR=39
Royal Assassin (2)|ACR=56
Royal Assassin (3)|ACR=198
Royal Assassin (4)|ACR=66
Senu, Keen-Eyed Protector (1)|ACR=66
Senu, Keen-Eyed Protector (2)|ACR=187
Senu, Keen-Eyed Protector (3)|ACR=259
Settlement Blacksmith|ACR=11
Shao Jun (1)|ACR=9
Shao Jun (2)|ACR=6
Shao Jun (3)|ACR=119
Shaun & Rebecca, Agents (1)|ACR=37
Shaun & Rebecca, Agents (2)|ACR=30
Shaun & Rebecca, Agents (3)|ACR=11
Shay Cormac (1)|ACR=451
Shay Cormac (2)|ACR=26
Shay Cormac (3)|ACR=16
Sigurd, Jarl of Ravensthorpe (1)|ACR=53
Sigurd, Jarl of Ravensthorpe (2)|ACR=110
Sigurd, Jarl of Ravensthorpe (3)|ACR=241
Silent Clearing|ACR=682
Smoke Bomb (1)|ACR=33
Smoke Bomb (2)|ACR=201
Sokrates, Athenian Teacher (1)|ACR=110
Sokrates, Athenian Teacher (2)|ACR=242
Sokrates, Athenian Teacher (3)|ACR=39
Spartan Veteran|ACR=11
Staff of Eden, Vault's Key (1)|ACR=246
Staff of Eden, Vault's Key (2)|ACR=335
Staff of Eden, Vault's Key (3)|ACR=415
Stone Quarry|ACR=10
Submerged Boneyard|ACR=21
Sunbaked Canyon|ACR=478
Surtr, Fiery Jötun|ACR=1062
Swamp (1)|ACR=27
Swamp (2)|ACR=11
Swamp (3)|ACR=32
Sword of Feast and Famine (1)|ACR=4060
Sword of Feast and Famine (2)|ACR=4485
Sword of Feast and Famine (3)|ACR=3392
Sword of Light and Shadow (1)|ACR=781
Sword of Light and Shadow (2)|ACR=849
Sword of Light and Shadow (3)|ACR=1672
Tax Collector (1)|ACR=112
Tax Collector (2)|ACR=16
Templar Knight (1)|ACR=128
Templar Knight (2)|ACR=399
Temporal Trespass (1)|ACR=580
Temporal Trespass (2)|ACR=273
Temporal Trespass (3)|ACR=212
Terminate (1)|ACR=331
Terminate (2)|ACR=61
The Aesir Escape Valhalla|ACR=17
The Animus (1)|ACR=32
The Animus (2)|ACR=82
The Animus (3)|ACR=19
The Capitoline Triad (1)|ACR=390
The Capitoline Triad (2)|ACR=508
The Capitoline Triad (3)|ACR=328
The Revelations of Ezio|ACR=10
The Spear of Leonidas (1)|ACR=101
The Spear of Leonidas (2)|ACR=297
The Spear of Leonidas (3)|ACR=275
Towering Viewpoint (1)|ACR=143
Towering Viewpoint (2)|ACR=7
Tranquilize|ACR=12
Viewpoint Synchronization (1)|ACR=23
Viewpoint Synchronization (2)|ACR=251
Waterlogged Grove|ACR=482
What Must Be Done (1)|ACR=50
What Must Be Done (2)|ACR=26
What Must Be Done (3)|ACR=22
Yggdrasil, Rebirth Engine (1)|ACR=406
Yggdrasil, Rebirth Engine (2)|ACR=608
Yggdrasil, Rebirth Engine (3)|ACR=97
Aegis Automaton|AER=5
Aerial Modification|AER=4
Aeronaut Admiral|AER=9
Aether Chaser|AER=7
Aether Herder|AER=11
Aether Inspector|AER=14
Aether Poisoner|AER=9
Aether Swooper|AER=13
Aethergeode Miner|AER=11
Aethersphere Harvester|AER=24
Aetherstream Leopard|AER=12
Aethertide Whale|AER=8
Aetherwind Basker|AER=28
Aid from the Cowl|AER=15
Airdrop Aeronauts|AER=5
Ajani Unyielding|AER=50
Ajani's Aid|AER=11
Ajani's Comrade|AER=12
Ajani, Valiant Protector|AER=228
Alley Evasion|AER=8
Alley Strangler (1)|AER=3
Alley Strangler (2)|AER=3
Audacious Infiltrator|AER=5
Augmenting Automaton|AER=4
Baral's Expertise|AER=32
Baral, Chief of Compliance|AER=253
Barricade Breaker|AER=8
Bastion Enforcer|AER=3
Bastion Inventor|AER=10
Battle at the Bridge|AER=28
Call for Unity|AER=16
Caught in the Brights|AER=5
Chandra's Revolution|AER=5
Cogwork Assembler|AER=7
Consulate Crackdown|AER=20
Consulate Dreadnought|AER=24
Consulate Turret|AER=7
Conviction|AER=5
Countless Gears Renegade|AER=5
Crackdown Construct|AER=12
Cruel Finality|AER=3
Daredevil Dragster|AER=5
Daring Demolition|AER=5
Dark Intimations|AER=17
Dawnfeather Eagle (1)|AER=7
Dawnfeather Eagle (2)|AER=7
Deadeye Harpooner|AER=9
Decommission|AER=6
Defiant Salvager|AER=3
Deft Dismissal|AER=4
Destructive Tampering|AER=2
Disallow|AER=228
Dispersal Technician|AER=9
Druid of the Cowl|AER=7
Efficient Construction|AER=42
Embraal Gear-Smasher|AER=7
Enraged Giant|AER=5
Exquisite Archangel|AER=332
Fatal Push|AER=65
Felidar Guardian|AER=195
Fen Hauler|AER=12
Filigree Crawler|AER=6
Foundry Assembler|AER=6
Foundry Hornet|AER=6
Fourth Bridge Prowler|AER=13
Freejam Regent|AER=13
Frontline Rebel|AER=2
Ghirapur Osprey|AER=10
Gifted Aetherborn|AER=39
Glint-Sleeve Siphoner|AER=16
Gonti's Aether Heart|AER=85
Gonti's Machinations|AER=12
Greenbelt Rampager|AER=26
Greenwheel Liberator|AER=13
Gremlin Infestation|AER=8
Heart of Kiran|AER=24
Herald of Anguish|AER=67
Heroic Intervention|AER=1210
Hidden Herbalists|AER=10
Hidden Stockpile|AER=17
Highspire Infusion|AER=8
Hinterland Drake|AER=8
Hope of Ghirapur|AER=237
Hungry Flames|AER=4
Ice Over|AER=7
Illusionist's Stratagem|AER=19
Implement of Combustion|AER=16
Implement of Examination|AER=6
Implement of Ferocity|AER=7
Implement of Improvement|AER=13
Implement of Malice|AER=4
Indomitable Creativity|AER=68
Inspiring Roar|AER=11
Inspiring Statuary|AER=73
Invigorated Rampage|AER=20
Ironclad Revolutionary|AER=3
Irontread Crusher|AER=5
Kari Zev's Expertise|AER=74
Kari Zev, Skyship Raider|AER=11
Lathnu Sailback|AER=4
Leave in the Dust|AER=8
Lifecraft Awakening|AER=4
Lifecraft Cavalry|AER=7
Lifecrafter's Bestiary|AER=44
Lifecrafter's Gift|AER=7
Lightning Runner|AER=26
Maulfist Revolutionary|AER=6
Maverick Thopterist|AER=9
Mechanized Production|AER=197
Merchant's Dockhand|AER=17
Metallic Mimic|AER=158
Metallic Rebuke|AER=24
Midnight Entourage|AER=8
Mobile Garrison|AER=12
Monstrous Onslaught|AER=11
Narnam Renegade|AER=102
Natural Obsolescence|AER=5
Negate|AER=11
Night Market Aeronaut|AER=2
Night Market Guard|AER=4
Oath of Ajani|AER=56
Ornithopter|AER=40
Outland Boar|AER=6
Pacification Array|AER=6
Paradox Engine|AER=664
Peacewalker Colossus|AER=37
Peema Aether-Seer|AER=9
Pendulum of Patterns|AER=10
Perilous Predicament|AER=8
Pia's Revolution|AER=57
Planar Bridge|AER=378
Precise Strike|AER=2
Prey Upon|AER=6
Prizefighter Construct|AER=10
Quicksmith Rebel|AER=12
Quicksmith Spy|AER=10
Ravenous Intruder|AER=11
Reckless Racer|AER=5
Release the Gremlins|AER=16
Renegade Map|AER=6
Renegade Rallier|AER=11
Renegade Wheelsmith|AER=12
Renegade's Getaway|AER=4
Reservoir Walker|AER=7
Resourceful Return|AER=5
Restoration Specialist|AER=12
Reverse Engineer|AER=11
Ridgescale Tusker|AER=11
Rishkar's Expertise|AER=200
Rishkar, Peema Renegade|AER=27
Rogue Refiner|AER=12
Salvage Scuttler|AER=8
Scrap Trawler|AER=143
Scrapper Champion|AER=10
Scrounging Bandar|AER=4
Secret Salvage|AER=24
Servo Schematic|AER=24
Shielded Aether Thief|AER=11
Shipwreck Moray|AER=11
Shock|AER=4
Siege Modification|AER=13
Silkweaver Elite|AER=5
Skyship Plunderer|AER=7
Sly Requisitioner|AER=13
Solemn Recruit|AER=11
Spire Patrol|AER=4
Spire of Industry|AER=37
Sram's Expertise|AER=43
Sram, Senior Edificer|AER=260
Submerged Boneyard|AER=11
Sweatworks Brawler|AER=10
Take into Custody|AER=6
Tezzeret the Schemer|AER=63
Tezzeret's Betrayal|AER=11
Tezzeret's Simulacrum|AER=16
Tezzeret's Touch|AER=11
Tezzeret, Master of Metal|AER=113
Thopter Arrest|AER=10
Tranquil Expanse|AER=8
Treasure Keeper|AER=4
Trophy Mage|AER=68
Unbridled Growth|AER=14
Universal Solvent|AER=5
Untethered Express|AER=19
Vengeful Rebel|AER=5
Verdant Automaton|AER=2
Walking Ballista|AER=851
Watchful Automaton|AER=4
Welder Automaton|AER=6
Weldfast Engineer|AER=6
Whir of Invention|AER=448
Wind-Kin Raiders|AER=9
Winding Constrictor|AER=27
Wrangle|AER=11
Yahenni's Expertise|AER=38
Yahenni, Undying Partisan|AER=61
Abundant Growth|AFC=23
Acidic Slime|AFC=17
Angel of Finality|AFC=20
Angelic Gift|AFC=18
Anger|AFC=203
Apex of Power|AFC=53
Arcane Endeavor (1)|AFC=50
Arcane Endeavor (2)|AFC=41
Arcane Sanctum|AFC=36
Arcane Signet|AFC=50
Argentum Armor|AFC=235
Ashen Rider|AFC=29
Atarka, World Render|AFC=176
Azorius Chancery|AFC=17
Bag of Devouring (1)|AFC=27
Bag of Devouring (2)|AFC=24
Bag of Tricks (1)|AFC=33
Bag of Tricks (2)|AFC=16
Baleful Strix|AFC=119
Bant Charm|AFC=18
Bant Panorama|AFC=27
Basilisk Collar|AFC=775
Beast Within|AFC=69
Bedevil|AFC=66
Behemoth Sledge|AFC=24
Belt of Giant Strength (1)|AFC=384
Belt of Giant Strength (2)|AFC=466
Berserker's Frenzy (1)|AFC=205
Berserker's Frenzy (2)|AFC=258
Bituminous Blast|AFC=6
Bogardan Hellkite|AFC=68
Bojuka Bog|AFC=97
Brainstorm|AFC=196
Bucknard's Everfull Purse|AFC=677
Burnished Hart|AFC=8
Canopy Vista|AFC=58
Cataclysmic Gearhulk|AFC=26
Catti-brie of Mithral Hall (1)|AFC=56
Catti-brie of Mithral Hall (2)|AFC=26
Chain Reaction|AFC=55
Chameleon Colossus|AFC=62
Champion of Wits|AFC=9
Chaos Dragon (1)|AFC=521
Chaos Dragon (2)|AFC=400
Chaos Wand|AFC=36
Chaos Warp|AFC=43
Chittering Witch|AFC=20
Choked Estuary|AFC=28
Cinder Glade|AFC=36
Clay Golem|AFC=29
Cloudblazer|AFC=20
Cold-Eyed Selkie|AFC=22
Colossal Majesty|AFC=156
Colossus Hammer|AFC=211
Command Tower|AFC=24
Commander's Sphere|AFC=30
Commune with Lava|AFC=44
Component Pouch|AFC=373
Consuming Vapors|AFC=21
Crucible of the Spirit Dragon|AFC=44
Cultivate|AFC=62
Curator of Mysteries|AFC=29
Curse of Verbosity|AFC=54
Danse Macabre (1)|AFC=250
Danse Macabre (2)|AFC=245
Dark-Dweller Oracle|AFC=21
Darkwater Catacombs|AFC=27
Dead Man's Chest|AFC=53
Death Tyrant (1)|AFC=203
Death Tyrant (2)|AFC=212
Decree of Savagery|AFC=18
Demanding Dragon|AFC=52
Desert|AFC=68
Despark|AFC=37
Dimir Aqueduct|AFC=25
Dire Fleet Daredevil|AFC=17
Disrupt Decorum|AFC=207
Diviner's Portent (1)|AFC=68
Diviner's Portent (2)|AFC=91
Doomed Necromancer|AFC=40
Dragon's Hoard|AFC=62
Dragonborn Champion (1)|AFC=1019
Dragonborn Champion (2)|AFC=1031
Dragonlord's Servant|AFC=41
Dragonmaster Outcast|AFC=61
Dragonspeaker Shaman|AFC=228
Dream Pillager|AFC=13
Druid of Purification (1)|AFC=263
Druid of Purification (2)|AFC=102
Ebony Fly|AFC=237
Eel Umbra|AFC=20
Esper Panorama|AFC=31
Etali, Primal Storm|AFC=104
Eternal Dragon|AFC=29
Exotic Orchard|AFC=17
Explore|AFC=24
Explorer's Scope|AFC=15
Extract Brain (1)|AFC=36
Extract Brain (2)|AFC=53
Fellwar Stone|AFC=129
Fertile Ground|AFC=103
Fevered Suspicion (1)|AFC=320
Fevered Suspicion (2)|AFC=244
Fey Steed (1)|AFC=24
Fey Steed (2)|AFC=18
Fiend of the Shadows|AFC=24
Fiendlash (1)|AFC=235
Fiendlash (2)|AFC=36
Fleecemane Lion|AFC=33
Flood Plain|AFC=44
Forbidden Alchemy|AFC=5
Foreboding Ruins|AFC=34
Fortified Village|AFC=17
Galea, Kindler of Hope (1)|AFC=76
Galea, Kindler of Hope (2)|AFC=278
Game Trail|AFC=18
Garruk's Uprising|AFC=83
Geier Reach Sanitarium|AFC=117
Gonti, Lord of Luxury|AFC=18
Grasslands|AFC=33
Gratuitous Violence|AFC=100
Grave Endeavor (1)|AFC=407
Grave Endeavor (2)|AFC=116
Greater Good|AFC=648
Grim Hireling (1)|AFC=1770
Grim Hireling (2)|AFC=2029
Gruul Signet|AFC=45
Gruul Turf|AFC=24
Gryff's Boon|AFC=16
Halimar Depths|AFC=49
Haven of the Spirit Dragon|AFC=116
Heirloom Blade|AFC=18
Hellish Rebuke (1)|AFC=633
Hellish Rebuke (2)|AFC=412
Heroic Intervention|AFC=1353
Hex|AFC=23
High Market|AFC=111
Hoard-Smelter Dragon|AFC=22
Holy Avenger (1)|AFC=60
Holy Avenger (2)|AFC=243
Hostage Taker|AFC=19
Hurl Through Hell (1)|AFC=364
Hurl Through Hell (2)|AFC=350
Ignite the Future|AFC=32
Immovable Rod (1)|AFC=32
Immovable Rod (2)|AFC=43
Imprisoned in the Moon|AFC=34
Indomitable Might (1)|AFC=101
Indomitable Might (2)|AFC=98
Izzet Chemister|AFC=13
Karazikar, the Eye Tyrant (1)|AFC=805
Karazikar, the Eye Tyrant (2)|AFC=932
Karmic Guide|AFC=214
Kenrith's Transformation|AFC=115
Kindred Summons|AFC=830
Klauth's Will (1)|AFC=351
Klauth's Will (2)|AFC=412
Klauth, Unrivaled Ancient (1)|AFC=3142
Klauth, Unrivaled Ancient (2)|AFC=1840
Knight of Autumn|AFC=43
Light Up the Stage|AFC=24
Lightning Greaves|AFC=460
Lorcan, Warlock Collector (1)|AFC=108
Lorcan, Warlock Collector (2)|AFC=50
Loyal Apprentice|AFC=50
Lumbering Falls|AFC=13
Maddening Hex (1)|AFC=496
Maddening Hex (2)|AFC=308
Magmaquake|AFC=34
Mantle of the Ancients (1)|AFC=377
Mantle of the Ancients (2)|AFC=442
Marionette Master|AFC=137
Masterwork of Ingenuity|AFC=139
Merfolk Looter|AFC=26
Meteor Golem|AFC=13
Midnight Pathlighter (1)|AFC=122
Midnight Pathlighter (2)|AFC=71
Mind Stone|AFC=21
Minn, Wily Illusionist (1)|AFC=766
Minn, Wily Illusionist (2)|AFC=662
Mishra's Factory|AFC=10
Moonsilver Spear|AFC=57
Mortuary Mire|AFC=78
Mossfire Valley|AFC=21
Mosswort Bridge|AFC=24
Mulldrifter|AFC=30
Murder of Crows|AFC=11
Nature's Lore|AFC=605
Necromantic Selection|AFC=35
Necrotic Sliver|AFC=37
Netherese Puzzle-Ward (1)|AFC=102
Netherese Puzzle-Ward (2)|AFC=212
Neverwinter Hydra (1)|AFC=533
Neverwinter Hydra (2)|AFC=706
Nihiloor (1)|AFC=201
Nihiloor (2)|AFC=35
Nimbus Maze|AFC=677
Obsessive Stitcher|AFC=26
Ogre Slumlord|AFC=29
Opportunistic Dragon|AFC=36
Orazca Relic|AFC=8
Orzhov Basilica|AFC=23
Outpost Siege|AFC=20
Paradise Druid|AFC=29
Path of Ancestry|AFC=17
Phantasmal Image|AFC=397
Phantom Steed (1)|AFC=51
Phantom Steed (2)|AFC=68
Phthisis|AFC=5
Piper of the Swarm|AFC=151
Plaguecrafter|AFC=39
Pontiff of Blight|AFC=24
Port Town|AFC=16
Prairie Stream|AFC=28
Prognostic Sphinx|AFC=13
Propaganda|AFC=371
Prosper, Tome-Bound (1)|AFC=1902
Prosper, Tome-Bound (2)|AFC=1704
Psychic Impetus|AFC=12
Puresteel Paladin|AFC=80
Radiant Solar (1)|AFC=199
Radiant Solar (2)|AFC=119
Rakdos Carnarium|AFC=41
Rakdos Charm|AFC=50
Rakdos Signet|AFC=107
Rampant Growth|AFC=36
Rancor|AFC=90
Realm-Cloaked Giant|AFC=30
Reassembling Skeleton|AFC=16
Reckless Endeavor (1)|AFC=846
Reckless Endeavor (2)|AFC=841
Return of the Wildspeaker|AFC=266
Return to Nature|AFC=11
Revivify (1)|AFC=203
Revivify (2)|AFC=205
Ride the Avalanche (1)|AFC=24
Ride the Avalanche (2)|AFC=31
Rile|AFC=28
Rishkar's Expertise|AFC=211
Riverwise Augur|AFC=9
Robe of Stars (1)|AFC=1491
Robe of Stars (2)|AFC=1295
Rod of Absorption (1)|AFC=70
Rod of Absorption (2)|AFC=45
Ronom Unicorn|AFC=10
Savage Ventmaw|AFC=328
Scourge of Valkas|AFC=556
Seaside Citadel|AFC=35
Sefris of the Hidden Ways (1)|AFC=65
Sefris of the Hidden Ways (2)|AFC=560
Serum Visions|AFC=66
Shadowblood Ridge|AFC=35
Shamanic Revelation|AFC=91
Share the Spoils (1)|AFC=466
Share the Spoils (2)|AFC=358
Shielding Plax|AFC=16
Shiny Impetus|AFC=22
Shivan Hellkite|AFC=14
Shriekmaw|AFC=22
Simic Growth Chamber|AFC=31
Skycloud Expanse|AFC=15
Skyline Despot|AFC=40
Skyship Stalker|AFC=18
Smoldering Marsh|AFC=35
Sol Ring|AFC=141
Solemn Simulacrum|AFC=28
Song of Inspiration (1)|AFC=21
Song of Inspiration (2)|AFC=32
Spinerock Knoll|AFC=80
Spit Flame|AFC=29
Sram, Senior Edificer|AFC=288
Storvald, Frost Giant Jarl (1)|AFC=69
Storvald, Frost Giant Jarl (2)|AFC=168
Sun Titan|AFC=27
Sunblast Angel|AFC=55
Sungrass Prairie|AFC=18
Sunken Hollow|AFC=40
Swiftfoot Boots|AFC=451
Sword of Hours|AFC=725
Sword of the Animist|AFC=946
Swords to Plowshares|AFC=140
Tainted Peak|AFC=349
Talisman of Indulgence|AFC=240
Taurean Mauler|AFC=110
Tectonic Giant|AFC=28
Terminate|AFC=46
Terramorphic Expanse|AFC=13
Terror of Mount Velus|AFC=125
Theater of Horrors|AFC=18
Thorough Investigation (1)|AFC=333
Thorough Investigation (2)|AFC=308
Thriving Grove|AFC=11
Thriving Heath|AFC=11
Thriving Isle|AFC=12
Thriving Moor|AFC=21
Throes of Chaos|AFC=12
Thunderbreak Regent|AFC=32
Unburial Rites|AFC=22
Underdark Rift|AFC=44
Unstable Obelisk|AFC=12
Utopia Sprawl|AFC=116
Utter End|AFC=20
Valiant Endeavor (1)|AFC=103
Valiant Endeavor (2)|AFC=107
Valorous Stance|AFC=14
Vandalblast|AFC=251
Vanish into Memory|AFC=10
Vengeful Ancestor (1)|AFC=62
Vengeful Ancestor (2)|AFC=248
Verdant Embrace|AFC=30
Victimize|AFC=48
Viridian Longbow|AFC=92
Vitu-Ghazi, the City-Tree|AFC=9
Vrondiss, Rage of Ancients (1)|AFC=50
Vrondiss, Rage of Ancients (2)|AFC=171
Wall of Omens|AFC=16
Wand of Orcus (1)|AFC=1432
Wand of Orcus (2)|AFC=1490
Warstorm Surge|AFC=74
Wayfarer's Bauble|AFC=33
Wild Endeavor (1)|AFC=19
Wild Endeavor (2)|AFC=26
Wild Growth|AFC=42
Wild-Magic Sorcerer (1)|AFC=1262
Wild-Magic Sorcerer (2)|AFC=1342
Winds of Rath|AFC=28
Winged Boots (1)|AFC=1153
Winged Boots (2)|AFC=1248
Wulfgar of Icewind Dale (1)|AFC=764
Wulfgar of Icewind Dale (2)|AFC=865
Zhalfirin Void|AFC=57
+2 Mace|AFR=5
Aberrant Mind Sorcerer|AFR=4
Acererak the Archlich (1)|AFR=232
Acererak the Archlich (2)|AFR=176
Adult Gold Dragon (1)|AFR=39
Adult Gold Dragon (2)|AFR=29
Air-Cult Elemental|AFR=4
Arborea Pegasus (1)|AFR=10
Arborea Pegasus (2)|AFR=7
Arcane Investigator|AFR=4
Armory Veteran|AFR=3
Asmodeus the Archfiend (1)|AFR=52
Asmodeus the Archfiend (2)|AFR=25
Bag of Holding|AFR=13
Baleful Beholder (1)|AFR=6
Baleful Beholder (2)|AFR=3
Bar the Gate|AFR=6
Barbarian Class|AFR=19
Bard Class|AFR=48
Barrowin of Clan Undurr (1)|AFR=10
Barrowin of Clan Undurr (2)|AFR=107
Battle Cry Goblin|AFR=30
Black Dragon (1)|AFR=11
Black Dragon (2)|AFR=34
Blink Dog (1)|AFR=13
Blink Dog (2)|AFR=19
Blue Dragon (1)|AFR=14
Blue Dragon (2)|AFR=31
Boots of Speed|AFR=9
Brazen Dwarf|AFR=12
Bruenor Battlehammer (1)|AFR=102
Bruenor Battlehammer (2)|AFR=59
Bulette (1)|AFR=3
Bulette (2)|AFR=4
Bull's Strength|AFR=4
Burning Hands|AFR=5
Cave of the Frost Dragon (1)|AFR=36
Cave of the Frost Dragon (2)|AFR=54
Celestial Unicorn (1)|AFR=8
